"study","source","scan_id","crosscut","manual_code","manual_rep","groove_left_manual","groove_right_manual"
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet B/LAPD - 255 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BB-L4",NA,"HH",1,NA,NA
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet B/LAPD - 255 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BB-L5",75,"HH",1,283.155,2085.285
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet B/LAPD - 255 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BB-L6",150,"HH",1,239.295,2103.345
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet C/LAPD - 255 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BC-L1",150,"HH",1,194.79,2047.875
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet C/LAPD - 255 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BC-L2",175,"HH",1,178.02,2022.075
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet C/LAPD - 255 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BC-L3",400,"HH",1,220.59,1931.775
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet C/LAPD - 255 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BC-L4",275,"HH",1,272.835,2163.975
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet C/LAPD - 255 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BC-L5",425,"HH",1,268.32,2163.33
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet C/LAPD - 255 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BC-L6",175,"HH",1,263.805,2126.565
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet D/LAPD - 255 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BD-L1",150,"HH",1,242.52,2100.108098
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet D/LAPD - 255 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BD-L2",300,"HH",1,214.14,2033.540195
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet D/LAPD - 255 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BD-L3",125,"HH",1,262.515,2139.465
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet D/LAPD - 255 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BD-L4",150,"HH",1,214.14,2103.345
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet D/LAPD - 255 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BD-L5",175,"HH",1,221.88,2104.635
"LAPD-1","/media/Raven/LAPD/FAU 255/Bullet D/LAPD - 255 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image +20% - threshold 2 - resolution 4 - Connor Hergenreter.x3p","LAPD-FAU255-BD-L6",150,"HH",1,223.17,2047.875
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet A/LAPD - 256 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BA-L1",400,"HH",1,298.635,2166.555
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet A/LAPD - 256 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BA-L2",350,"HH",1,275.415,2094.878407
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet A/LAPD - 256 - Bullet A - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BA-L3",600,"HH",1,245.0075767,2114.31
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet A/LAPD - 256 - Bullet A - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BA-L4",125,"HH",1,218.01,1783.856054
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet A/LAPD - 256 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BA-L5",525,"HH",1,197.37,2066.58
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet A/LAPD - 256 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BA-L6",225,"HH",1,249.615,2084.819295
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet B/LAPD - 256 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BB-L1",100,"HH",1,264.45,2025.757745
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet B/LAPD - 256 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BB-L2",175,"HH",1,247.035,2068.515
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet B/LAPD - 256 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BB-L3",325,"HH",1,297.188632,2184.615
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet B/LAPD - 256 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BB-L4",325,"HH",1,297.188632,2184.615
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet B/LAPD - 256 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BB-L5",400,"HH",1,348.945,2098.373568
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet B/LAPD - 256 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BB-L6",75,"HH",1,272.835,2053.035
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet C/LAPD - 256 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BC-L1",75,"HH",1,308.31,2087.413491
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet C/LAPD - 256 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BC-L2",325,"HH",1,259.935,2121.405
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet C/LAPD - 256 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BC-L3",275,"HH",1,273.48,2143.158004
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet C/LAPD - 256 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BC-L4",500,"HH",1,239.94,2110.94476
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet C/LAPD - 256 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BC-L5",550,"HH",1,187.05,2049.81
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet C/LAPD - 256 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20%  & x10 - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BC-L6",625,"HH",1,239.2929794,2101.41
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet D/LAPD - 256 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BD-L1",175,"HH",1,198.015,2043.36
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet D/LAPD - 256 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BD-L2",225,"HH",1,247.68,2095.605
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet D/LAPD - 256 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BD-L3",375,"HH",1,244.455,2080.77
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet D/LAPD - 256 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BD-L4",125,"HH",1,179.31,2007.885
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet D/LAPD - 256 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% & x 10 - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BD-L5",150,"HH",1,166.41,2043.564968
"LAPD-1","/media/Raven/LAPD/FAU 256/Bullet D/LAPD - 256 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20%  - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU256-BD-L6",50,"HH",1,201.885,2065.494767
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet A/LAPD - 257 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BA-L1",150,"HH",1,228.33,2078.320229
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet A/LAPD - 257 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BA-L2",100,"HH",1,363.0227124,1945.101416
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet A/LAPD - 257 - Bullet A - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BA-L3",550,"HH",1,192.21,2085.285
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet A/LAPD - 257 - Bullet A - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BA-L4",250,"HH",1,221.235,2111.141343
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet A/LAPD - 257 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BA-L5",375,"HH",1,242.52,2134.305
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet A/LAPD - 257 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BA-L6",325,"HH",1,239.94,2113.02
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet B/LAPD - 257 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BB-L1",75,"HH",1,246.39,2069.16
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet B/LAPD - 257 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BB-L2",75,"HH",1,292.83,2190.111965
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet B/LAPD - 257 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BB-L3",325,"HH",1,214.4323777,2132.553681
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet B/LAPD - 257 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BB-L4",175,"HH",1,316.695,2149.270748
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet B/LAPD - 257 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BB-L5",375,"HH",1,280.575,2154.3
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet B/LAPD - 257 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BB-L6",375,"HH",1,147.705,2016.915
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet C/LAPD - 257 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BC-L1",375,"HH",1,260.58,2131.069736
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet C/LAPD - 257 - Bullet C - Land 2 - Sneox2 - 20x & x10 - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BC-L2",400,"HH",1,240.7258723,2156.008759
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet C/LAPD - 257 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BC-L3",325,"HH",1,211.5095528,2103.345
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet C/LAPD - 257 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BC-L4",275,"HH",1,252.195,2135.668449
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet C/LAPD - 257 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BC-L5",350,"HH",1,231.4150697,2111.085
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet C/LAPD - 257 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BC-L6",425,"HH",1,152.865,1994.34
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet D/LAPD - 257 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BD-L1",175,"HH",1,213.3727446,2092.38
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet D/LAPD - 257 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BD-L2",500,"HH",1,156.09,2024.655
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet D/LAPD - 257 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BD-L3",300,"HH",1,138.03,2047.875
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet D/LAPD - 257 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BD-L4",100,"HH",1,254.13,2069.060495
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet D/LAPD - 257 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BD-L5",300,"HH",1,181.89,2056.163081
"LAPD-1","/media/Raven/LAPD/FAU 257/Bullet D/LAPD - 257 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Anyesha Ray.x3p","LAPD-FAU257-BD-L6",200,"HH",1,229.5084321,2053.2856
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet A/LAPD - 258 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BA-L1",125,"HH",1,263.3590055,1835.025
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet A/LAPD - 258 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BA-L2",100,"HH",1,126.42,1937.58
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet A/LAPD - 258 - Bullet A - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BA-L3",75,"HH",1,127.065,1989.18
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet A/LAPD - 258 - Bullet A - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BA-L4",75,"HH",1,141.255,2019.495
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet A/LAPD - 258 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BA-L5",175,"HH",1,256.71,2042.227637
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet A/LAPD - 258 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BA-L6",125,"HH",1,274.125,2087.22
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet B/LAPD - 258 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BB-L1",300,"HH",1,247.8375851,2091.09
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet B/LAPD - 258 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BB-L2",550,"HH",1,225.105,2058.84
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet B/LAPD - 258 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BB-L3",125,"HH",1,324.435,2081.415
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet B/LAPD - 258 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BB-L4",200,"HH",1,223.17,2085.285
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet B/LAPD - 258 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BB-L5",100,"HH",1,286.38,2049.165
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet B/LAPD - 258 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BB-L6",275,"HH",1,310.245,2119.47
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet C/LAPD - 258 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BC-L1",150,"HH",1,265.095,2073.675
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet C/LAPD - 258 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BC-L2",125,"HH",1,283.155,1978.86
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet C/LAPD - 258 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BC-L3",125,"HH",1,396.1767137,2142.355284
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet C/LAPD - 258 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BC-L4",375,"HH",1,294.0113204,2073.03
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet C/LAPD - 258 - Bullet C - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BC-L5",100,"HH",1,307.02,2129.79
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet C/LAPD - 258 - Bullet C - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BC-L6",475,"HH",1,245.1,2079.48
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet D/LAPD - 258 - Bullet D - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BD-L1",325,"HH",1,260.58,2096.268691
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet D/LAPD - 258 - Bullet D - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BD-L2",225,"HH",1,308.31,2004.021057
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet D/LAPD - 258 - Bullet D - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BD-L3",325,"HH",1,323.79,2161.395
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet D/LAPD - 258 - Bullet D - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BD-L4",325,"HH",1,307.665,2162.04
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet D/LAPD - 258 - Bullet D - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BD-L5",150,"HH",1,288.96,2058.46087
"LAPD-1","/media/Raven/LAPD/FAU 258/Bullet D/LAPD - 258 - Bullet D - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU258-BD-L6",75,"HH",1,232.2,2000.145
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet A/LAPD - 259 - Bullet A - Land 1 - Sneox2 - 20x - auto light left image + 20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BA-L1",150,"HH",1,249.5974563,2211.89272
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet A/LAPD - 259 - Bullet A - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BA-L2",300,"HH",1,226.395,2065.040338
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet A/LAPD - 259 - Bullet A - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BA-L3",175,"HH",1,256.71,2096.895
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet A/LAPD - 259 - Bullet A - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BA-L4",75,"HH",1,303.795,2143.335
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet A/LAPD - 259 - Bullet A - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BA-L5",225,"HH",1,281.865,2140.11
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet A/LAPD - 259 - Bullet A - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BA-L6",275,"HH",1,213.495,2085.93
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet B/LAPD - 259 - Bullet B - Land 1 - Sneox2 - 20x - auto light left image + 20% & x10 - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BB-L1",225,"HH",1,138.675,1987.245
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet B/LAPD - 259 - Bullet B - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BB-L2",125,"HH",1,215.43,2080.307179
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet B/LAPD - 259 - Bullet B - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BB-L3",200,"HH",1,315.1795216,2129.145
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet B/LAPD - 259 - Bullet B - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BB-L4",325,"HH",1,294.765,2150.43
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet B/LAPD - 259 - Bullet B - Land 5 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BB-L5",225,"HH",1,208.98,2139.465
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet B/LAPD - 259 - Bullet B - Land 6 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BB-L6",150,"HH",1,254.775,2180.124837
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet C/LAPD - 259 - Bullet C - Land 1 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BC-L1",50,"HH",1,180.6,2007.357316
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet C/LAPD - 259 - Bullet C - Land 2 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BC-L2",400,"HH",1,208.335,2159.46
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet C/LAPD - 259 - Bullet C - Land 3 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BC-L3",400,"HH",1,234.78,2132.37
"LAPD-1","/media/Raven/LAPD/FAU 259/Bullet C/LAPD - 259 - Bullet C - Land 4 - Sneox2 - 20x - auto light left image + 20% - threshold 2 - resolution 4 - Carley McConnell.x3p","LAPD-FAU259-BC-L4",400,"HH",1,266.7168583,2160.640379
